text,label
Comment on Liberalism Past: The Rise of Moral Clarity by David by David,0
"Hillary Clinton on Winning, and Why Her Mother Would Be Nervous - The New York Times by Amy Chozick",0
"As Kelly and Tillerson Visit Mexico, Their Reassurances Differ From Trump’s Stance - The New York Times by Azam Ahmed, Gardiner Harris and Ron Nixon",0
Trump’s Budget Is Aspirational. Reality in Congress Will Change It. - The New York Times by Carl Hulse,0
"Clinical, joyless humans have already finished their Christmas shopping by no author",1
"MILO: Dear Netflix People, Stop Race-Baiting - Breitbart by Milo",0
"Hoboken, Wells Fargo, F.C.C.: Your Thursday Evening Briefing - The New York Times by Karen Zraick and Sandra Stevenson",0
Let Us Now Praise Famous Trumps by Peter Brimelow,0
Check out Hillary-themed 'haunted house' by -NO AUTHOR-,1
"Inside the Trump Organization, the Company That Has Run Trump’s Big World - The New York Times by Megan Twohey, Russ Buettner and Steve Eder",0
Obama Donations Funneled Through Fake Bonuses by Daniel Greenfield,1
"Lou Pearlman, Svengali Behind Backstreet Boys and ’NSync, Dies at 62 - The New York Times by Liam Stack",0
Torch-Wielding Mob of Democrat Villagers Grab Pitchforks and Go After James Comey by Daisy Luther,0
Gun Violence Researchers Fear Trump Will Erase Their Data - Breitbart by AWR Hawkins,1
Gun Control Groups Divide Their Loyalties in Senate Races - The New York Times by Jennifer Steinhauer,0
"Unity: Bill and Hillary Clinton, George and Laura Bush to Attend Trump’s Inauguration by Charlie Spiering",1
The Internet Thinks I’m Still Pregnant - The New York Times by Amy Pittman,0
U.S. Baby Boomer Gentrification Wreaks Havoc on City in Socialist Ecuador - Breitbart by Frances Martel,0
See Dems accept foreign cash to disrupt Trump rallies by Bob Unruh,0
The Look On Chris Christie’s Face As He Goes To Vote For Trump Says It All (IMAGE) by Jameson Parker,1
Trump Appoints Head Of FBI James Comey To Supreme Court by no author,1
No Jail Time for Walk of Fame Trump Star Smasher by Jerome Hudson,1
"Gaius Publius: TPP Is a Monopoly Protection Scheme, the Exact Opposite of a “Free Trade” Deal by Yves Smith",0
Endesa conectaba todos sus generadores a un enchufe de Iberdrola by Fernando Costilla,1
"A Roar at a Funeral, and Yemen’s War Is Altered - The New York Times by Shuaib Almosawa and Ben Hubbard",0
Единым махом тринадцатерых побивахом! by Ирина Солетова,1
Swedish Police Officers Torn from Patrol Car During Riot by Chris Tomlinson,1
"U.S.-Backed Afghan Government Funding Taliban Schools, Hospitals by Edwin Mora",1
Россия передала Нидерландам материалы по крушению Boeing на Украине by no author,1
Emily Blunt Rides the Unnerving Rails of Addiction in ‘The Girl on the Train’ - The New York Times by Kathryn Shattuck,0
Khloe K's Photo With New Beau Has People Wondering Why She’d Post Such a Glam Pic After What Happened to Kim by Sara Vallone,1
IT’S TRUE: Someone IS Trying To Intimidate Voters At The Polls (VIDEO) by Karen Shiebler,1
"At Ringling Brothers Circus, Preparing for the Final Bows - The New York Times by Lizette Alvarez",0
"22 Dead, 50+ Injured After Reports of ’Explosions’ At UK Ariana Grande Concert by Breitbart London",0
Warren Buffett Says Free Trade Has Turned American Workers Into Roadkill - Breitbart by John Carney,1
Putin's Valdai Speech: An Outstretched Hand to Revolution in the West by Jafe Arnoldski (noreply@blogger.com),0
Exploding E-Cigarette Engulfs Man in Flames on CCTV Footage by Eddy Lavine,1
"Rubio: NATO ’Not Obsolete,’ ’As Important as It’s Been Since the End of the Cold War’ - Breitbart by Pam Key",1
Eight Clowns Jabbering—But Next Time Please Spare Us The Pecksniffery by David Stockman,1
Steven Levenson: The First Time I Attended a Political Protest - The New York Times by Steven Levenson,0
Clinton Campaign Says FBI Has “Double Standards” As Podesta’s Bestie Runs The New DoJ Email Investigation by Daisy Luther,0
Obama Just Ordered The Pentagon To Stop Making Vets Repay Bonuses by Colin Taylor,1
"Russian prankster tricks Poroshenko into 1-hour call with fake ""president of Kyrgyzstan"" by Jafe Arnoldski (noreply@blogger.com)",1
Notre Dame Students Complain After Mike Pence Announced as Commencement Speaker - Breitbart by Tom Ciccotta,1
"In Ohio County That Backed Trump, Word of Housing Cuts Stirs Fear - The New York Times by Yamiche Alcindor",0
Newly discovered emails relating to Hillary Clinton case under review by FBI by wmw_admin,1
"Trump Tower, T.S.A., Iraq: Your Monday Evening Briefing - The New York Times by Karen Zraick and Sandra Stevenson",0
"Life: 5 Pictures For My Amateur Photography Class That Accidentally Captured Shots Of UFOs, But I Am Really Just Looking For Feedback On Composition Here by no author",1
WATCH As Chris Cuomo Tells Rudy Giuliani: You Live In Fact-Free ‘Trumpland’ by Andrew Bradford,1
Details Emerge on Global Bank Heists by Hackers - The New York Times by Nicole Perlroth and Michael Corkery,0
What happened in this election? by John Chuckman,0
Fred Palmer: Paris Climate Agreement and the ‘America First’ Energy Plan by Fred Palmer,0
Michael Hudson on Meet the Renegades by Yves Smith,1
Black Americans Going For Donald Trump In Record Numbers As Election Day Approaches by Geoffrey Grider,0
Trump’s Amazing Victory Against a Stacked Deck by Roger Aronoff,0
Russia And Syria Blamed For Idlib Bombing Hoax by Stephen Lendman,1
"Poll Finds Most Voters Embrace Milestone for Women, if Not Hillary Clinton - The New York Times by Mary Jo Murphy and Megan Thee-Brenan",0
Even Democratic Voters Don’t Trust Hillary by Dave Hodges,1
Lil Wayne’s Album Is Stalled. His Opinions Are Still Flowing. - The New York Times by Joe Coscarelli,0
23 Things to Do to Improve Your Mental Health by no author,0
Exclusive Excerpt — Congressman Ken Buck’s ‘Drain the Swamp: How Washington Corruption is Worse Than You Think’ - Breitbart by Rep. Ken Buck,0
"WATCH! Six Communists Arrested After Attacking Trump Supporters, Media Yawns (Video) by Guest Author",1
Temas clave siguen lejos de resolverse en el deshielo Cuba-EEUU by no author,0
Precious Metals Stocks Poised for a MAJOR Upswing? | Clive Maund by The Doc,0
Space Fence Program Takes the War on Consciousness to the Heavens by Editor,0
Huffington Post Continues Campaigning for Hillary Clinton by Eric Zuesse.,1
Is Lizzie Grubman a Changed ‘Party Girl’? - The New York Times by Ben Widdicombe,0
"Philly Archbishop: Abortion Is ‘Subtle Genocide Posing as Rights’ by Thomas D. Williams, Ph.D.",1
Geraldo Rivera: Donald Trump Did Not Come Close to ’Obstruction’ by Jerome Hudson,1
I'm Disappointed. ... in wiki leaks .. GREAT STUFF BUT by Mystical Life,1
The Danger of Germany’s Current Account Surpluses by Yves Smith,0
Man Injured in Central Park Explosion - The New York Times by Rick Rojas and Samantha Schmidt,1
World War 3 Alert PUTIN Exposed America’s SECRET PLANS for RUSSIA & Supports TRUMP by Pakalert,1
"Fly-Fishing in Montana, Where a River Still Runs Through It - The New York Times by Jon Gluck",0
"Washington Metro System Failed to Learn From Accidents, Report Finds - The New York Times by Nicholas Fandos",1
WikiLeaks: Email Proves Democrats Manipulate Polls by no author,1
WORLD WAR 3 – HILLARY V.S. TRUMP by Pakalert,1
Wegen Ruhestörung gerufene Polizisten gewinnen überraschend Halloween-Kostümwettbewerb by noreply@blogger.com (Der Postillon),1
Zuckerberg Reveals Facebook's Chilling 7-Point Plan To Censor “Fake News” by Dikran Arakelian (noreply@blogger.com),0
’Family Guy’ Peter Griffin Mocks Kellyanne Conway in Emmy Mailer by Jerome Hudson,1
"New England Patriots, Elizabeth II: Your Monday Evening Briefing - The New York Times by Karen Zraick and Lisa Iaboni",0
"Michelle Obama Poses In A Pretty Dress, So Racist Conservatives Call Her A ‘Monkey’ (SCREENSHOTS) by no author",1
Bernie Sanders to California Democrats: Please Pass Single-Payer Health Care! - Breitbart by Joel B. Pollak,1
"They Said What?!: Find Out What Paul Krugman, Aretha Franklin, And Willie Nelson Have To Say by no author",1
"PHOTOS: German Carnival Floats Depict Decapitated Trump, Hitler Comparisons by Chris Tomlinson",1
Davos Elite Fret About Inequality Over Vintage Wine and Canapés - The New York Times by Peter S. Goodman,0
"Pressure on Taliban leaders, makes Afghan Issue more Complex by GPD",0
WikiLeaks Report: Obama Admin Discriminated Against Christians for Top Jobs In Favor of Muslims by admin,1
Hundreds of Armed Police Descend On Water Protectors Trying To Reach DAPL Site by Nadia Prupis | Common Dreams,1
Police Fear Trump Immigration Orders May Handcuff Effort to Fight Gangs - The New York Times by Liz Robbins,0
How Federal Agencies Keep Americans in the Dark About Crime Statistics by Katie McHugh and Neil Munro,0
NHL: Philadelphia Flyers beat Buffalo Sabres 4-3 by no author,1
Is it possible that Saudi King be tried in US courts by JASTA Law? by no author,1
Trump says he’d be ‘neutral’ with Israelis and Palestinians by no author,1
Trump Follows Obama’s Lead in Flexing Executive Muscle - The New York Times by Carl Hulse,0
Student Journalist Fired for Tweeting Video of Muslim Panelist’s Comments on Non-Believers Under Koranic Law - Breitbart by Tom Ciccotta,0
Emirates Warn Against Traditional Clothing Abroad After Man Is Mistaken for Terrorist in Ohio - The New York Times by Yonette Joseph,0
Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak by David Stockman,1
"83-Year-Old Farmer Who Shot Burglar in the Foot Forced to Pay £30,000 Legal Fees by Virginia Hale",1
A guide to the Paradoxroutine by Paradoxroutine,1
EU states agree caps on wholesale roaming charges by no author,1
The Left's Vision by Thomas Sowell,0
Treadmills Add to Evidence in Arrest for Dog Fighting - The New York Times by Sarah Maslin Nir,0
U.N. Drops Wonder Woman as an Ambassador - The New York Times by Erin McCann,1
The Downside to Cord-Cutting - The New York Times by Brian X. Chen,0
"British banker took 60g of cocaine while torturing & killing prostitute, court told by admin",1
Early Signs Suggest Trump’s Actions Are Taking a Toll on Trump Brand - The New York Times by Rachel Abrams,0
Sinn Féin Planning Coup D’Etat On 1st Day Of Garda Strike by Julius Hubris,1
China Quietly Targets U.S. Tech Companies in Security Reviews - The New York Times by Paul Mozur and Jane Perlez,0
Liberalism Present: Disney’s Utopia by Outis Philalithopoulos,0
"Nintendo Cuts Full-Year Sales, Operating Profit Forecasts by Letsbereal",1
L.A. Olympics CEO: Trump More Helpful than Obama - Breitbart by Joel B. Pollak,1
Mexican Cartel Punishes Thieves with Highway Hanging by Cartel Chronicles,1
Sweden on the brink? Police force pushed to breaking point by violence amid migrant influx by Kaitlyn Stegall,1
Comment on AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation by Ann Tenna by Ann Tenna,0
Wear Your MAGA Gear in Public Every Day Until the Election! by Andrew Anglin,1
Hillary Now Caught Red-Handed Fixing FOREIGN Election? In Her Own Words: [AUDIO] by Scott Osborn,1
Samsung profits plunge by 30% following disastrous fires involving Note 7 smartphones by no author,1
CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS by Paris Swade,1
California Today: Tracking the Bullet Train’s Progress - The New York Times by Mike McPhate,0
White House Vows ‘Emergency Stay’ of Judicial Order Thwarting President’s Immigration Order - Breitbart by Charlie Spiering,1
“WE’VE HAD ENOUGH!” Italian Prime Minister threatens to cripple the EU unless it stops mass Muslim migration by BareNakedIslam,1
"+142,000 NORTH CAROLINA by no author",1
Прощальные слезы Обамы и Европы | Новое восточное обозрение by no author,1
Chart Of The Day: Soaring Obamacare Premiums By State by David Stockman,1
WIKILEAK: Hillary’s Team Exploited Shooting Of Black Teen To Push Gun Control by C.E. Dyer,1
"NATO, US, And UK Assemble Largest Troop Buildup On Russian Border Since Cold War by Editor",1
GRAPHIC: Cartel Incinerates Rivals in Mexican Border State by Cartel Chronicles,1
Apple iPhone Is Targeted in Beijing Patent Case - The New York Times by Paul Mozur,1
NBC’s Tur to GOP Rep Rooney: ’I Don’t Know What You’re Referring To’ With Obama Promising Russia ’More Flexibility’ - Breitbart by Ian Hanchett,1
"OK, Now What? by Fred Reed",0
VIDEO : Unhinged Failing Fox Anchor Megyn Kelly Attacks Mike Pence – TruthFeed by Amy Moreno,1
Black Lives Matter LOSES: America’s Respect For Police SURGES by Robert Gehl,1
The Northern Sea Route: New Prospects for the Pacific Rim | New Eastern Outlook by Author,0
House Clears Path for Repeal of Health Law - The New York Times by Thomas Kaplan and Robert Pear,0
The Guardian: Robot Economy Could Lead to ’Genocidal’ Class War - Breitbart by Allum Bokhari,1
Democrats Step Up Pursuit of House Republicans Left Limping by Donald Trump - The New York Times by Alexander Burns and Jonathan Martin,0
Huckabee Responds To Flag-Burning Trump Hater… “What’s Happened To This Country?” by Harris,1
Verified Report: These Cops Left Standing Rock and Refuse to Return by noreply@blogger.com (Alexander Light),0
Ubisoft Employee Threatens to Spread Pirated Copies of ’The Last Night’ over Politics - Breitbart by Allum Bokhari,1
The Russians are Coming – By Sea! by Eric Margolis,0
Terror Tots: We Must Prepare for the Child-Fighters of ISIS by Scott Osborn,1
Do We Really Want Corruption? by EdJenner,0
Harvey Weinstein Gets Oscar Boost After ‘Lion’ Screening - The New York Times by Brooks Barnes,0
Elite Soccer Clubs Sign Gamers to Compete in E-Sports Industry - The New York Times by Jack Williams,0
"Miami, With Sun, Surf and Clubs, Now Has a Solid Art Scene - The New York Times by Ted Loos",0
"Why Democrats Now Need the F.B.I. Director, James Comey - The New York Times by Adam Goldman",0
It Is Now Up To The American People To Make Sure Crooked Hillary Is Stopped At The Ballot Box by Geoffrey Grider,0
PAKISTAN BLOODBATH: ISIS kill 59 & injure more than 100 police cadets in hostage horror by admin,1
"Trump, in Optimistic Address, Asks Congress to End ‘Trivial Fights’ - The New York Times by Julie Hirschfeld Davis, Michael D. Shear and Peter Baker",0
Colin is looking for a songwriting partner by Poke Staff,1
"Hillary Clinton, Tel Aviv, Carbon Dioxide: Your Thursday Evening Briefing - The New York Times by Andrea Kannapell and Sandra Stevenson",0
The 20 Most Damning Revelations From Wikileaks by Whitney Webb,1
Prepper Preparedness: Personal Fitness And Health by Gaye Levy,0
How Much Can Mike Pence Help Donald Trump? - The New York Times by Nate Cohn,1
Whoopi Goldberg to Trump: ’Nobody Wiretapped Your Ass!’ - Apologize to Obama - Breitbart by Pam Key,1
"Review: In ‘24: Legacy,’ Jack Bauer’s Gone. The Demons Are the Same. - The New York Times by Neil Genzlinger",0
Scotland Embraces Gay Politicians in a Profound Cultural Shift - The New York Times by Katrin Bennhold,0
West Virginia Leads Nation In Heart Attacks - The Onion - America's Finest News Source by no author,1
"Trump Team Bashes CNN, Buzzfeed Over ’Garbage’, ’Fake News’ by Lee Stranahan",0
PressTV-Huge blast kills 47 in Pakistan's Balochistan by no author,1
Foreign Affairs Confronts Trump’s ‘Populism’ by Daily Bell Staff,0
Instaweek : Le monde extraordinaire des poupées minuscules by Maria Afonina,1
Russian FM Lavrov reminds USA of war crimes in Yugoslavia by no author,1
NBC News Head Says ’We’re Not the Opposition Party’ by Brian McNicoll,1
"Insider Trading Case Links Golfer, Banker and Gambler - The New York Times by Matthew Goldstein, Ben Protess and Alexandra Stevenson",0
Syrian Army Wins Control over Terrorists' Operations Room in Aleppo by ahtribune.com,1
"Despite Gaining Some In The National Polls, The Electoral Math Remains Dismal For Trump by Andrew Bradford",1
“Rigged To Deny Trump”: Are They Stealing These States to Block Electoral Path to 270? by Mac Slavo,0
"Swarztrauber: Trump’s FCC Can Be an Ally to Consumers, Rather Than Just Regulating Everything by Dan Riehl",1
"Donald Trump Defeats Hillary Clinton, Wins 2016 Election by Rachel Blevins",1
"Deep in Brazil’s Amazon, Exploring the Ruins of Ford’s Fantasyland - The New York Times by Simon Romero",0
Hezbollah’s Candidate Becomes Lebanese President After Sunni Compromise by no author,0
"William Peter Blatty, Author of ‘The Exorcist,’ Dies at 89 - The New York Times by Paul Vitello",0
"They Said What?!: Find Out What Neil deGrasse Tyson, Miranda Lambert, And Hoda Kotb Have To Say by no author",1
Cast-Out Police Officers Are Often Hired in Other Cities - The New York Times by Timothy Williams,0
Trump to Time Magazine Reporter: ’I Can’t Be Doing So Badly Because I’m President and You’re Not’ - Breitbart by Jeff Poor,1
"NHS patients must make cup of tea, name three Madness songs, and drink heavily to prove they’re British by no author",1
Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times by Jon Caramanica,0
"Donald Trump, Seeking Ambassadors, Sorts Through Competing Priorities - The New York Times by Maggie Haberman",0
Key Points on Sarin: The ‘Most Volatile’ of Nerve Agents - The New York Times by Russell Goldman,1
no title by Nana Papa Mattos,1
Man signals his sexual availability with Games Workshop carrier bag by no author,1
Horoscope du 14 novembre 2016 >> Le Gorafi by no author,1
"MILO at Dartmouth College on Donald Trump, real men, and political correctness by BareNakedIslam",1
"Syria, Russia, Mosul: Your Friday Evening Briefing - The New York Times by Karen Zraick and Sandra Stevenson",0
Run-Up Since Election Slows as Investors Consider Risks - The New York Times by Landon Thomas Jr.,0
"Dallas Shootings Were ‘Vicious’ and ‘Despicable,’ Obama Says - The New York Times by Mark Landler",0
George Mason University Firms Up Plan to Name Law School for Scalia - The New York Times by Nicholas Fandos,1
"A Long-Gone Parasite Returns to Florida, Leaving a Trail of Dead Deer - The New York Times by Frances Robles",0
Comment on Weinered: FBI reopens investigation into Hillary Clinton’s emails by Miss Marple by Miss Marple,0
Stock Market Plunges As FBI Re-Open Clinton Investigation by Baxter Dmitry,1
Donald Trump announces plan to build the wall out of illegal immigrants by no author,1
"Beetle Is Named in Honor of Xi Jinping, but China Aims to Squash the News - The New York Times by Didi Kirsten Tatlow",0
’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident by Ben Kew,1
Opinion Transforms Texas’ Abortion Landscape - The New York Times by Manny Fernandez and Abby Goodnough,0
Tom Hayden Fought for the Rights of All Living Things by no author,0
Hannity: ’What Has Been Happening to Me in the Last Week Is a Kill Shot’ - Breitbart by Jeff Poor,0
America After Election 2016: the Gullible and the Shattered - David Kerans by no author,0
Comment on Migrants battle on the streets of Paris by Auntie Lulu by Auntie Lulu,1
"Theresa May, the Steely, Steady Woman Who Might Lead Britain - The New York Times by Stephen Castle",0
Egypt Retaliates for Coptic Bus Massacre with Airstrikes on Libyan Terrorist Camps - Breitbart by John Hayward,1
Eight Crossings and 192 Atoms Long: the Tightest Knot Ever Tied - The New York Times by Nicholas Bakalar,1
Gunman Wounds 3 at Muslim Prayer Center in Zurich - The New York Times by Sewell Chan,1
Christie Orders Lead Tests for All New Jersey Public Schools - The New York Times by Marc Santora,1
"Anti-Trump Voices Amplify on Internet, With Violent Results - The New York Times by Alan Rappeport and Nick Corasaniti",0
Writer’s Strike Averted as Online Makes Big Hollywood Irrelevant - Breitbart by Chriss W. Street,1
November Message From Archangel Michael by Gillian,0
"Trump Is Said to Offer Interior Job to Ryan Zinke, Montana Lawmaker - The New York Times by Coral Davenport",0
Obama: Obamacare Will Survive Trump - Breitbart by Pam Key,1
"For Obama, Supreme Court Defeat Upends a Legacy on Immigration - The New York Times by Michael D. Shear and Trip Gabriel",0
"Transition Television, From PBS and CNN - The New York Times by Neil Genzlinger",1
no title by Bettie,1
"In Refrigerators, Tomatoes Lose Flavor at the Genetic Level - The New York Times by JoAnna Klein",1
These Wealthy People Refuse to Give Donald Trump Money. Here’s Why. - The New York Times by Alexander Burns and Jonathan Martin,0
"Corey Goode Vlog Update: Behind the scenes with David Wilcock, Sean Stone, Niara Isley by Editor",1
"Repeal of Affordable Care Act Is Back on Agenda, Republicans Say - The New York Times by Robert Pear and Jeremy W. Peters",0
SHOCK: 15-Year-Old Document Explodes on Hillary… 21 Children Died by admin,1
"Donald Trump Adopts G.O.P. Tax Cuts, but Balks at Trade Pacts - The New York Times by Neil Irwin and Alan Rappeport",0
Readers Tell Us: Is a Gap Year Worth It? - The New York Times by Sona Patel,0
Sean Spicer Inaccurately Claims Paul Ryan’s Health Care Bill ’Fully’ Repeals Obamacare - Breitbart by Matthew Boyle,1
Trump Supporters in Texas Protest Against ’Civilizational Jihad’ by Lana Shadwick,0
41 Days And 8 Months Later: Dissecting The Oregon Standoff Trial by Alex Ansary,0
"Unable to Enter U.S., and Still Stranded Abroad - The New York Times by Thomas Erdbrink",0
Dozens Of Syrian Children Dead After Receiving Measles Vaccinations by Baxter Dmitry,1
"As Hopes for European Unity Dim, New E.U. Headquarters Are Glowing - The New York Times by James Kanter",0
Belgium’s New Deportation Law Raises Red Flag With Civil Rights Groups - The New York Times by Milan Schreuer,0
Re: Apostate Evangelicals Are Poised To Become The Deciding Factor In A Hillary Clinton Election Victory by John Patriot,0
Michigan Attorney General Sues 2 Companies Over Flint Water Crisis - The New York Times by Mitch Smith and Julie Bosman,0
"Apple Moves Toward a Wireless Future, One Tweak at a Time - The New York Times by Katie Benner",0
Kathy Griffin in Tears at Press Conference: ’Trump Broke Me’ (Video) by Jerome Hudson,1
How Big Do You Want Your Nest Egg to Be? - The New York Times by Abby Ellin,0
California Today: What to Watch For on Election Day - The New York Times by Mike McPhate,0
UNIDENTIFIED (MUSLIM?) ‘knifeman’ on the run after stabbing four people at a Frankfurt train station by BareNakedIslam,1
"Hillary Clinton’un elektronik postaları ve cemaat, yazan Thierry Meyssan by Osman Soysal",0
Obama Rising in The West: The Antichrist by no author,1
Gowdy Troubled by Comey Not Confirming Leaks Investigation - Breitbart by Pam Key,1
"Anti-Trump ‘Women’s March’ Celebrates Abortion-on-Demand by Thomas D. Williams, Ph.D.",1
Breitbart-Bashing ADL Announces Command Center to ‘Combat Hate Online’ by Aaron Klein,0
The Walk Of Light – Arbaeen Pilgrimage Rises a Great Resistance against Radicalism by Catherine Shakdam,0
Copenhagen Trolls Donald Trump With Funny Bus Ad To Send Americans A Message by Amanda Froelich,1
"Stop Passing That Dumb Petition Around – Yes, That One by Justin Acuff",1
"Pope Francis, in Sweden, Urges Catholic-Lutheran Reconciliation - The New York Times by Christina Anderson",0
"Archaeological Victims of ISIS Rise Again, as Replicas in Rome - The New York Times by Elisabetta Povoledo",0
GEORGE SOROS HACKED: Look What Was Found On His Computer… by admin,1
Lying CNN Scum by Thomas DiLorenzo,1
United Airlines Pilot Removed from Flight After Political Rant - Breitbart by Katherine Rodriguez,1
Could US Elections Be Stolen? Election Integrity Activists Say Yes by Kit O'Connell,0
Electoral victory for Hillary already LOCKED IN via massive bribery… by Mike Adams,1
no title by Glennie,1
Dem. Assemblyman Pushes Bill to Guarantee Teachers Cannot Shoot Back if Attackers Strike - Breitbart by AWR Hawkins,1
President Trump: Construction of Border Wall Will Begin in ’Months’ - Breitbart by Pam Key,1
Miss USA Walks Back Health Care Position after Leftist Outrage by Jerome Hudson,1
Berlin Election Deals Angela Merkel’s Party Another Blow - The New York Times by Melissa Eddy,1
November 4: Daily Contrarian Reads by David Stockman,1
UNESCO’S Anti-Israel Bias by Joseph Puder,0
Artificial Intelligence System Predicts Trump Victory by EdJenner,1
Hybrid Wars 8. Strategies Against Africa (1B) by Editorial,0
"Monkeys Could Talk, but They Don’t Have the Brains for It - The New York Times by Carl Zimmer",0
California Today: The Collapse of Organized Farm Labor - The New York Times by Mike McPhate,0
"Now and Then, Ancient Sorceries by Martin Billheimer",0
Hillary Clinton exposed Classified Docs to FOREIGN Maid by The European Union Times,1
MTV’s Jamil Smith: Trump ’Uppity’ for Complaints About Obama Taking Action as a Lame Duck - Breitbart by Trent Baker,1
US Insiders – Not Russia – Leaked Clinton Emails by WashingtonsBlog,1
Election 2016 and the Weaponization of the American Public by WakingTimes,0
"Sweden, Nation of Open Arms, Debates Implications of Immigration - The New York Times by Martin Selsoe Sorensen",0
no title by JB,1
Two Female Texas Teachers Accused of Middle School Sex by Merrill Hope,0
Misdemeanor Charge Against White House Adviser Gorka Dismissed by Edwin Mora,1
3 Underrated Alternative Energy Options You Can Find in Your Home by Heather Callaghan,1
"Israel Seeking Police Recruits: Eager, and Arab - The New York Times by Diaa Hadid",0
Drama as Protest: ‘Our Complacency Is Dangerous’ - The New York Times by Alexis Soloski,0
The Two-State Solution: What It Is and Why It Hasn’t Happened - The New York Times by Max Fisher,0
Trump Budget Cuts Put Struggling Americans on Edge - The New York Times by Sabrina Tavernise and Trip Gabriel,0
Project Veritas Releases Fourth Video Exposing Illegal Contributions and High Level Political Corruption by Jack Burns,0
Losing a Fortune Often Comes Down to One Thing: Family - The New York Times by Scott James,0
Invasion From Mexico Steps Up by Red Ice,1
"Donald Trump, the Greatest Victim in the History of the World by no author",0
US And Israeli Lawmakers Want Pakistan To Be Declared As Terrorist Country by no author,1
Watchdog Alleges Virginia Prepping for Mass Fraud… by PatriotRising,1
Half Of The Population Of The World Is Dirt Poor – And The Global Elite Want To Keep It That Way by Michael Snyder,0
"Hoboken Train Crash Kills 1 and Injures Over 100 - The New York Times by Patrick McGeehan, Eli Rosenberg and Emma G. Fitzsimmons",0
no title by Rick Payne,1
Scientists believe they have found ET by admin,1
Orlando Killings Rob Young New York Muslims of a Cherished Holiday Respite - The New York Times by Liz Robbins,0
Lena Dunham ‘Penis’ Comment Derails Live ‘Today’ Interview by Jerome Hudson,1
"One Hand on Light Switch, Obama Isn’t Flipping to ‘Off’ Just Yet - The New York Times by Michael D. Shear",0
"Alaska, Reliant on Air Transit, Faces Pilot Shortage. Are Drones an Answer? - The New York Times by Kirk Johnson",0
Hurricane Season Is Heating Up. So Is the Planet. Coincidence? - The New York Times by John Schwartz,0
Likud deputy minister: Italy earthquakes retribution for UNESCO vote by Kaitlyn Stegall,1
Harvard Ordered to Reveal Financial Records of Influential Donor - The New York Times by Stephanie Saul,0
This Ancient Mineral Boosts Your Mental And Physical Health! by Dikran Arakelian (noreply@blogger.com),0
LIVE WIRE: France Votes by Chris Tomlinson,1
Allen West Reveals How Obama’s Pentagon Just Destroyed Recruiting Efforts for Decades by V Saxena,1
Bricklayers rejoice! by Wrenfoe,1
Texas Governor Signs Toughest Sanctuary City Law in U.S.A. by Bob Price,0
"Hillary’s Bizarre Spanish Birthday Bash, Tells Illegal Aliens SECRET Message by Rebecca Diserio",0
Special Counsel Will Oversee Russia Investigation - Breitbart by Ian Mason,1
Bruce Springsteen’s Archive Is Headed to Monmouth University - The New York Times by Ben Sisario,1
Rise of Donald Trump Tracks Growing Debate Over Global Fascism - The New York Times by Peter Baker,0
Lena Dunham Posts Video Celebrating the ‘Extinction of White Men’ on Twitter by Henry Wolff,1
Reading the Classic Novel That Predicted Trump - The New York Times by Beverly Gage,0
Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels by Madeline,0
Swiss volunteer firefighters: It’s ok to be a bit tipsy when reporting for duty by RT,1
Report: How to Listen to and Delete Every Voice Recording Saved by Amazon Echo - Breitbart by Charlie Nash,1
"Arianna Huffington, journalist: echo chamber for Hillary Clinton by Gillian",1
Gender-Bending Berkeley Murder Suspect Wants to be Referred to as ’They’ - Breitbart by Adelle Nazarian,1
Donald Trump Vows Court Battle for ’Common Sense’ Immigration Executive Order by Charlie Spiering,1
Susan Sarandon: ’I Don’t Think Trump’s Gonna Make It Through His Whole Term’ by Jerome Hudson,1
Does Hillary Clinton Already Know The Results Of The Election? by Rachel Blevins,1
"For Mahmoud Abbas, a Gesture. For Critics, a Betrayal. - The New York Times by Peter Baker and Rami Nazzal",0
Moms Demand Action Founder: Trump is ’NRA’s Dream’ but America’s Nightmare - Breitbart by AWR Hawkins,1
The actual list of fake news media and 'journalists' as exposed by WikiLeaks by HangTheBankers.com,1
How far can USA go to take revenge on Russia for 'cybercrimes?' by no author,0
Will Rasmea Odeh’s Appeal Expose Israeli Prison Torture In A US Court? by Joe Catron,0
"Dying out: Wild animal numbers could fall by 67% from 1970-2020, study says by admin",1
"Trump Livid After Beyonce And Jay Z Support Hillary, Explodes With Rage by no author",1
College Marching Band Takes Heat for Playing Trump Inauguration by Jerome Hudson,1
Viacom Board Said to End Salary for Sumner Redstone - The New York Times by Emily Steel,1
Confirm or Deny: André Leon Talley - The New York Times by Maureen Dowd,1
Pentonville inmates fail in prexit. More soon. by Guest,1
The Magician Who Wants to Break Magic - The New York Times by Jonah Weiner,0
Charles Barkley on ESPN Layoffs: ’This Is a Tough Business’ - Breitbart by Trent Baker,1
